shipment_id,truck_id,origin_port,border,destination,depart_time,border_arrival_time,border_exit_time,arrival_time,goods_category,weight_kg,declared_value_usd,fuel_price_usd_per_litre,rainfall_indicator,delay_reason
SHP00500,TRK777,Mombasa,Malaba,Kampala,2024-03-05 23:00:00,2024-03-06 11:12:15.053654,2024-03-06 16:04:37.112246,2024-03-06 20:23:50.044471,Electronics,10955.68,9497.34,1.57,1,None
SHP00501,TRK661,Mombasa,Malaba,Kampala,2024-01-14 00:00:00,2024-01-14 12:37:32.168040,2024-01-15 04:17:37.437262,2024-01-15 10:23:22.789457,Fuel,22078.57,27215.62,1.14,1,System Downtime
SHP00502,TRK334,Mombasa,Malaba,Kampala,2024-03-04 23:00:00,2024-03-05 08:42:18.186049,2024-03-05 11:57:22.815336,2024-03-05 18:27:44.137195,Electronics,12901.14,11861.64,1.12,1,None
SHP00503,TRK981,Mombasa,Malaba,Kampala,2024-03-24 15:00:00,2024-03-25 01:48:11.379096,2024-03-25 07:43:15.360629,2024-03-25 15:12:16.295762,Food,18228.18,16306.57,1.57,0,None
SHP00504,TRK705,Mombasa,Malaba,Kampala,2024-06-01 14:00:00,2024-06-02 01:47:10.626489,2024-06-02 21:47:10.626489,2024-06-03 04:19:46.882854,Construction Materials,23699.55,29573.5,1.37,1,Traffic Congestion
SHP00505,TRK652,Mombasa,Malaba,Kampala,2024-02-28 02:00:00,2024-02-28 12:39:04.182600,2024-02-28 15:51:50.620194,2024-02-28 21:19:37.900030,Food,12335.76,9959.76,1.36,0,None
SHP00506,TRK452,Mombasa,Malaba,Kampala,2024-03-14 15:00:00,2024-03-15 02:12:38.135982,2024-03-15 10:20:37.723808,2024-03-15 17:05:41.611286,Machinery,28833.07,32695.17,1.1,1,None
SHP00507,TRK917,Mombasa,Malaba,Kampala,2024-03-15 19:00:00,2024-03-16 04:23:14.252500,2024-03-16 20:29:30.919299,2024-03-17 00:31:14.858283,Food,12828.56,18184.66,1.32,0,Documentation Issues
SHP00508,TRK832,Mombasa,Malaba,Kampala,2024-06-14 12:00:00,2024-06-15 00:58:14.020082,2024-06-15 08:37:29.156579,2024-06-15 13:30:25.687517,Fuel,28444.79,27525.83,1.48,1,None
SHP00509,TRK391,Mombasa,Malaba,Kampala,2024-06-15 23:00:00,2024-06-16 10:11:29.996146,2024-06-16 20:49:55.828992,2024-06-17 01:54:26.866150,Electronics,17802.23,16514.86,1.24,1,None
SHP00510,TRK732,Mombasa,Malaba,Kampala,2024-04-25 08:00:00,2024-04-25 20:12:10.208116,2024-04-26 05:06:04.602186,2024-04-26 11:04:09.344788,Food,10290.93,8590.28,1.37,0,None
SHP00511,TRK204,Mombasa,Malaba,Kampala,2024-03-13 08:00:00,2024-03-13 16:45:00.846781,2024-03-13 23:59:00.458598,2024-03-14 05:44:13.658148,Fuel,24656.21,22325.67,1.35,1,None
SHP00512,TRK530,Mombasa,Malaba,Kampala,2024-03-20 15:00:00,2024-03-21 04:59:16.010437,2024-03-21 17:28:42.508558,2024-03-21 23:19:59.564886,Textiles,3285.63,2813.01,1.48,0,Customs Inspection
SHP00513,TRK372,Mombasa,Malaba,Kampala,2024-04-10 02:00:00,2024-04-10 13:15:32.946132,2024-04-10 21:12:57.291521,2024-04-11 01:56:32.385357,Textiles,5250.72,5603.07,1.11,0,None
SHP00514,TRK494,Mombasa,Malaba,Kampala,2024-04-23 07:00:00,2024-04-23 19:25:32.570671,2024-04-23 23:48:21.583025,2024-04-24 03:56:24.131224,Machinery,24177.1,20931.86,1.43,0,None
SHP00515,TRK584,Mombasa,Malaba,Kampala,2024-04-09 21:00:00,2024-04-10 10:46:02.220165,2024-04-10 16:21:26.279087,2024-04-11 00:06:07.778639,Electronics,14437.46,11976.31,1.57,0,None
SHP00516,TRK359,Mombasa,Malaba,Kampala,2024-05-03 20:00:00,2024-05-04 05:47:34.362609,2024-05-04 12:21:39.516788,2024-05-04 17:48:09.660635,Fuel,37273.15,35500.88,1.16,1,None
SHP00517,TRK432,Mombasa,Malaba,Kampala,2024-01-04 05:00:00,2024-01-04 17:45:58.832583,2024-01-04 21:23:32.731877,2024-01-05 03:43:52.366661,Machinery,25361.16,20447.46,1.12,1,None
SHP00518,TRK804,Mombasa,Malaba,Kampala,2024-06-01 04:00:00,2024-06-01 14:13:42.211127,2024-06-01 20:00:20.285906,2024-06-02 00:21:48.796506,Electronics,12498.79,16000.47,1.27,0,None
SHP00519,TRK161,Mombasa,Malaba,Kampala,2024-04-01 20:00:00,2024-04-02 04:55:24.638205,2024-04-02 10:06:19.884821,2024-04-02 16:15:03.372712,Fuel,22516.55,21680.56,1.59,1,None
SHP00520,TRK924,Mombasa,Malaba,Kampala,2024-04-22 23:00:00,2024-04-23 08:09:28.050459,2024-04-23 16:05:51.136264,2024-04-23 22:51:16.335980,Food,20865.99,20354.51,1.12,1,None
SHP00521,TRK672,Mombasa,Malaba,Kampala,2024-03-16 17:00:00,2024-03-17 05:10:56.015940,2024-03-18 00:06:41.125896,2024-03-18 04:52:13.897938,Electronics,13154.31,13503.91,1.33,0,Customs Inspection
SHP00522,TRK643,Mombasa,Malaba,Kampala,2024-02-09 14:00:00,2024-02-09 23:46:26.529482,2024-02-10 05:48:12.318867,2024-02-10 10:51:24.548339,Food,16811.18,22579.81,1.35,0,None
SHP00523,TRK119,Mombasa,Malaba,Kampala,2024-06-07 11:00:00,2024-06-07 23:39:21.957864,2024-06-08 13:35:30.271113,2024-06-08 18:32:48.797551,Pharmaceuticals,2380.05,3515.37,1.51,0,Weather Disruption
SHP00524,TRK799,Mombasa,Malaba,Kampala,2024-05-07 17:00:00,2024-05-08 01:55:29.240701,2024-05-08 09:40:04.923567,2024-05-08 14:48:01.982370,Machinery,22099.89,19388.78,1.36,0,None
SHP00525,TRK144,Mombasa,Malaba,Kampala,2024-02-03 05:00:00,2024-02-03 18:14:27.443996,2024-02-03 23:59:56.662583,2024-02-04 04:48:26.600596,Machinery,12215.57,10044.52,1.42,1,None
SHP00526,TRK773,Mombasa,Malaba,Kampala,2024-05-05 16:00:00,2024-05-06 03:44:37.762454,2024-05-06 07:12:23.177254,2024-05-06 13:34:03.510388,Fuel,27327.08,33452.92,1.14,0,None
SHP00527,TRK771,Mombasa,Malaba,Kampala,2024-05-05 02:00:00,2024-05-05 12:48:30.077498,2024-05-05 18:35:54.104547,2024-05-06 01:09:14.505264,Food,18370.3,26761.31,1.31,1,None
SHP00528,TRK913,Mombasa,Malaba,Kampala,2024-01-15 19:00:00,2024-01-16 04:35:41.617705,2024-01-16 10:07:39.959108,2024-01-16 14:17:25.364501,Fuel,36689.13,31352.87,1.21,0,None
SHP00529,TRK203,Mombasa,Malaba,Kampala,2024-02-29 17:00:00,2024-03-01 03:18:43.151506,2024-03-01 06:03:39.828243,2024-03-01 10:50:00.748292,Pharmaceuticals,3492.58,4322.86,1.19,1,None
SHP00530,TRK864,Mombasa,Malaba,Kampala,2024-01-28 20:00:00,2024-01-29 07:27:33.775034,2024-01-29 10:35:31.391129,2024-01-29 17:17:24.084047,Pharmaceuticals,5991.45,8495.74,1.18,0,None
SHP00531,TRK663,Mombasa,Malaba,Kampala,2024-04-12 16:00:00,2024-04-13 02:01:30.278004,2024-04-13 08:37:58.514774,2024-04-13 13:15:56.255739,Construction Materials,23860.24,24972.77,1.26,1,None
SHP00532,TRK965,Mombasa,Malaba,Kampala,2024-04-05 13:00:00,2024-04-06 01:35:06.382347,2024-04-06 15:25:46.009190,2024-04-06 21:09:06.477437,Pharmaceuticals,3940.71,3816.6,1.37,1,Weather Disruption
SHP00533,TRK862,Mombasa,Malaba,Kampala,2024-03-06 11:00:00,2024-03-07 00:46:11.678354,2024-03-07 05:31:10.414634,2024-03-07 11:18:34.411596,Machinery,8004.3,6597.66,1.24,0,None
SHP00534,TRK630,Mombasa,Malaba,Kampala,2024-02-04 09:00:00,2024-02-04 17:02:21.886706,2024-02-04 18:16:00.178857,2024-02-05 02:12:15.458582,Electronics,17835.81,14539.59,1.51,1,None
SHP00535,TRK666,Mombasa,Malaba,Kampala,2024-05-10 17:00:00,2024-05-11 04:25:26.433229,2024-05-11 06:25:12.151880,2024-05-11 12:42:23.362236,Fuel,20754.73,21770.86,1.17,1,None
SHP00536,TRK696,Mombasa,Malaba,Kampala,2024-03-04 07:00:00,2024-03-04 16:32:14.866911,2024-03-05 00:48:47.790930,2024-03-05 06:00:52.145946,Construction Materials,22995.96,33172.07,1.47,1,None
SHP00537,TRK911,Mombasa,Malaba,Kampala,2024-05-03 05:00:00,2024-05-03 15:55:46.770205,2024-05-03 17:25:46.621999,2024-05-04 01:01:32.568993,Pharmaceuticals,5457.39,7833.31,1.4,1,None
SHP00538,TRK138,Mombasa,Malaba,Kampala,2024-05-27 12:00:00,2024-05-27 20:28:15.111752,2024-05-28 05:40:05.575359,2024-05-28 09:53:30.862366,Textiles,6009.51,8508.59,1.32,0,None
SHP00539,TRK990,Mombasa,Malaba,Kampala,2024-02-28 23:00:00,2024-02-29 10:55:00.030356,2024-02-29 18:52:52.726492,2024-03-01 01:17:25.870026,Fuel,32677.74,40603.25,1.13,0,None
SHP00540,TRK426,Mombasa,Malaba,Kampala,2024-05-18 18:00:00,2024-05-19 02:53:50.928414,2024-05-19 07:31:23.251952,2024-05-19 13:31:57.835142,Electronics,7297.96,9279.68,1.6,1,None
SHP00541,TRK870,Mombasa,Malaba,Kampala,2024-06-01 18:00:00,2024-06-02 05:01:42.153876,2024-06-02 07:47:55.880389,2024-06-02 12:41:13.913434,Food,21795.52,19694.62,1.27,1,None
SHP00542,TRK685,Mombasa,Malaba,Kampala,2024-01-13 17:00:00,2024-01-14 03:23:42.532070,2024-01-14 07:31:04.192104,2024-01-14 11:51:29.329524,Construction Materials,23689.82,30524.55,1.48,1,None
SHP00543,TRK672,Mombasa,Malaba,Kampala,2024-02-20 15:00:00,2024-02-21 01:22:18.886157,2024-02-21 07:51:47.217590,2024-02-21 14:08:54.379424,Construction Materials,27319.94,35924.83,1.22,0,None
SHP00544,TRK372,Mombasa,Malaba,Kampala,2024-04-20 10:00:00,2024-04-20 22:06:30.340203,2024-04-20 23:39:31.922489,2024-04-21 05:57:46.585105,Fuel,33434.95,36660.7,1.27,1,None
SHP00545,TRK452,Mombasa,Malaba,Kampala,2024-06-01 20:00:00,2024-06-02 04:08:42.867535,2024-06-02 17:04:49.392888,2024-06-02 22:17:58.784293,Food,19243.31,28732.41,1.32,0,Traffic Congestion
SHP00546,TRK145,Mombasa,Malaba,Kampala,2024-02-29 06:00:00,2024-02-29 18:06:43.759313,2024-03-01 00:33:37.621208,2024-03-01 05:11:03.894735,Pharmaceuticals,7116.58,6253.06,1.13,0,None
SHP00547,TRK989,Mombasa,Malaba,Kampala,2024-03-14 00:00:00,2024-03-14 10:03:34.661644,2024-03-14 17:02:43.622014,2024-03-15 00:15:45.265154,Food,16750.92,13667.47,1.2,0,None
SHP00548,TRK308,Mombasa,Malaba,Kampala,2024-05-19 16:00:00,2024-05-20 04:30:07.671213,2024-05-20 12:25:38.384141,2024-05-20 18:37:21.104930,Construction Materials,29598.47,26607.34,1.45,0,None
SHP00549,TRK485,Mombasa,Malaba,Kampala,2024-05-29 21:00:00,2024-05-30 08:09:38.860355,2024-05-30 20:16:38.361152,2024-05-31 01:17:56.932514,Fuel,25680.27,34730.82,1.41,0,Traffic Congestion
SHP00550,TRK770,Mombasa,Malaba,Kampala,2024-01-03 02:00:00,2024-01-03 12:19:54.735180,2024-01-03 18:07:56.164416,2024-01-03 23:13:03.033875,Textiles,11215.82,11800.76,1.15,1,None
SHP00551,TRK988,Mombasa,Malaba,Kampala,2024-06-15 12:00:00,2024-06-15 21:23:13.242195,2024-06-16 05:39:58.796574,2024-06-16 11:11:20.893897,Pharmaceuticals,2597.62,2651.7,1.53,0,None
SHP00552,TRK290,Mombasa,Malaba,Kampala,2024-02-20 16:00:00,2024-02-21 05:48:02.693645,2024-02-21 08:36:43.074389,2024-02-21 14:51:16.974985,Pharmaceuticals,2128.93,2071.82,1.36,1,None
SHP00553,TRK601,Mombasa,Malaba,Kampala,2024-04-10 23:00:00,2024-04-11 07:56:31.313413,2024-04-11 23:39:47.361730,2024-04-12 05:03:00.992332,Food,15330.67,15508.94,1.6,1,Customs Inspection
SHP00554,TRK740,Mombasa,Malaba,Kampala,2024-03-06 12:00:00,2024-03-07 01:20:32.685059,2024-03-07 06:51:18.541653,2024-03-07 14:06:52.506036,Fuel,38882.73,56939.15,1.21,1,None
SHP00555,TRK502,Mombasa,Malaba,Kampala,2024-06-17 04:00:00,2024-06-17 12:31:36.372370,2024-06-17 15:19:32.563146,2024-06-17 20:51:16.345701,Pharmaceuticals,5674.69,7024.51,1.21,0,None
SHP00556,TRK686,Mombasa,Malaba,Kampala,2024-02-09 13:00:00,2024-02-10 02:49:23.602939,2024-02-10 06:17:11.748335,2024-02-10 13:55:31.938002,Food,16737.54,14933.91,1.43,0,None
SHP00557,TRK983,Mombasa,Malaba,Kampala,2024-02-05 09:00:00,2024-02-05 21:07:52.293133,2024-02-05 21:48:09.949300,2024-02-06 05:23:50.410944,Electronics,11450.96,16447.03,1.49,0,None
SHP00558,TRK425,Mombasa,Malaba,Kampala,2024-01-18 17:00:00,2024-01-19 04:11:51.969415,2024-01-19 07:38:33.401219,2024-01-19 14:31:13.344502,Electronics,9763.96,13823.29,1.46,1,None
SHP00559,TRK523,Mombasa,Malaba,Kampala,2024-04-15 09:00:00,2024-04-15 19:39:28.896920,2024-04-15 19:55:11.728889,2024-04-16 03:39:17.995640,Pharmaceuticals,7599.5,7536.1,1.49,0,None
SHP00560,TRK234,Mombasa,Malaba,Kampala,2024-02-17 00:00:00,2024-02-17 12:34:28.865649,2024-02-17 21:16:38.346893,2024-02-18 03:43:30.881899,Food,19084.07,23447.71,1.4,0,None
SHP00561,TRK803,Mombasa,Malaba,Kampala,2024-01-07 11:00:00,2024-01-07 19:28:36.669295,2024-01-08 02:18:44.226236,2024-01-08 09:25:53.724232,Electronics,12534.87,15333.88,1.46,1,None
SHP00562,TRK288,Mombasa,Malaba,Kampala,2024-04-09 15:00:00,2024-04-10 01:50:35.093491,2024-04-10 03:57:18.805785,2024-04-10 08:36:37.329592,Electronics,5483.44,7321.36,1.11,1,None
SHP00563,TRK522,Mombasa,Malaba,Kampala,2024-02-26 23:00:00,2024-02-27 11:01:40.924281,2024-02-27 15:50:43.858538,2024-02-27 20:39:24.662035,Electronics,5992.04,8682.3,1.59,1,None
SHP00564,TRK804,Mombasa,Malaba,Kampala,2024-03-24 14:00:00,2024-03-25 03:19:31.877382,2024-03-25 08:18:41.694823,2024-03-25 14:01:18.496662,Textiles,3376.44,4439.11,1.29,1,None
SHP00565,TRK503,Mombasa,Malaba,Kampala,2024-06-05 23:00:00,2024-06-06 10:25:53.784144,2024-06-06 12:09:11.934472,2024-06-06 18:17:52.629619,Pharmaceuticals,7254.7,9799.97,1.36,1,None
SHP00566,TRK567,Mombasa,Malaba,Kampala,2024-01-11 07:00:00,2024-01-11 18:06:43.977296,2024-01-11 22:18:15.559129,2024-01-12 03:53:12.360361,Pharmaceuticals,2235.51,2394.63,1.48,0,None
SHP00567,TRK294,Mombasa,Malaba,Kampala,2024-03-15 14:00:00,2024-03-16 00:23:17.661655,2024-03-16 05:29:35.132195,2024-03-16 10:42:40.711924,Textiles,5573.23,5108.09,1.25,0,None
SHP00568,TRK806,Mombasa,Malaba,Kampala,2024-05-12 04:00:00,2024-05-12 14:46:53.305386,2024-05-12 18:53:02.244272,2024-05-13 01:28:06.105986,Fuel,34452.94,30291.72,1.49,0,None
SHP00569,TRK502,Mombasa,Malaba,Kampala,2024-04-15 10:00:00,2024-04-15 20:42:19.134465,2024-04-15 23:30:06.495903,2024-04-16 04:13:02.347440,Construction Materials,32932.35,46996.32,1.54,0,None
SHP00570,TRK356,Mombasa,Malaba,Kampala,2024-03-23 22:00:00,2024-03-24 09:53:29.250894,2024-03-24 11:55:44.250056,2024-03-24 18:46:29.414393,Electronics,15775.62,13984.79,1.16,1,None
SHP00571,TRK749,Mombasa,Malaba,Kampala,2024-04-02 02:00:00,2024-04-02 13:08:34.453811,2024-04-02 17:07:52.725972,2024-04-02 22:40:03.584161,Textiles,11776.72,14467.12,1.18,1,None
SHP00572,TRK144,Mombasa,Malaba,Kampala,2024-02-13 10:00:00,2024-02-13 21:23:34.618096,2024-02-14 00:29:27.564756,2024-02-14 07:07:44.801661,Electronics,7431.86,6697.78,1.48,0,None
SHP00573,TRK529,Mombasa,Malaba,Kampala,2024-03-19 09:00:00,2024-03-19 21:22:51.493737,2024-03-20 04:56:33.293853,2024-03-20 12:47:11.205888,Food,19396.79,17113.55,1.17,0,None
SHP00574,TRK103,Mombasa,Malaba,Kampala,2024-06-08 08:00:00,2024-06-08 16:04:23.687720,2024-06-09 04:41:13.064647,2024-06-09 10:40:38.902194,Machinery,19957.03,16045.96,1.54,0,Documentation Issues
SHP00575,TRK702,Mombasa,Malaba,Kampala,2024-06-17 15:00:00,2024-06-18 01:43:20.751251,2024-06-18 11:13:35.420700,2024-06-18 16:59:38.425906,Construction Materials,27002.04,26227.06,1.37,0,None
SHP00576,TRK150,Mombasa,Malaba,Kampala,2024-02-17 04:00:00,2024-02-17 12:19:49.381061,2024-02-17 17:33:53.658315,2024-02-17 22:57:39.543913,Electronics,17807.44,22560.2,1.52,1,None
SHP00577,TRK439,Mombasa,Malaba,Kampala,2024-01-23 01:00:00,2024-01-23 09:39:11.973148,2024-01-23 12:32:34.707615,2024-01-23 20:31:04.494216,Electronics,15081.36,18516.33,1.45,0,None
SHP00578,TRK566,Mombasa,Malaba,Kampala,2024-05-28 11:00:00,2024-05-29 00:35:19.964099,2024-05-29 09:55:08.618322,2024-05-29 14:17:29.636867,Food,14842.33,21198.87,1.51,1,None
SHP00579,TRK963,Mombasa,Malaba,Kampala,2024-05-20 02:00:00,2024-05-20 11:45:25.186609,2024-05-20 19:38:33.015450,2024-05-21 00:10:50.474813,Pharmaceuticals,7156.45,7374.34,1.31,0,None
SHP00580,TRK812,Mombasa,Malaba,Kampala,2024-02-23 19:00:00,2024-02-24 03:20:56.787085,2024-02-24 15:23:01.174533,2024-02-24 21:40:08.860420,Pharmaceuticals,5173.68,4456.45,1.46,1,Traffic Congestion
SHP00581,TRK723,Mombasa,Malaba,Kampala,2024-03-22 08:00:00,2024-03-22 19:09:08.450467,2024-03-23 00:57:26.485090,2024-03-23 08:56:14.835522,Food,23906.58,29405.16,1.35,1,None
SHP00582,TRK604,Mombasa,Malaba,Kampala,2024-02-16 19:00:00,2024-02-17 04:23:46.787413,2024-02-17 19:35:00.637813,2024-02-18 00:44:43.665937,Electronics,5023.71,4103.32,1.41,0,Truck Breakdown
SHP00583,TRK968,Mombasa,Malaba,Kampala,2024-02-23 19:00:00,2024-02-24 08:59:38.119357,2024-02-24 14:48:00.947044,2024-02-24 20:27:23.139453,Food,15244.75,20797.35,1.21,0,None
SHP00584,TRK806,Mombasa,Malaba,Kampala,2024-03-13 08:00:00,2024-03-13 20:44:28.222861,2024-03-13 23:37:07.666932,2024-03-14 04:50:59.591641,Construction Materials,25999.87,34759.82,1.16,1,None
SHP00585,TRK449,Mombasa,Malaba,Kampala,2024-04-11 23:00:00,2024-04-12 10:24:48.705281,2024-04-12 13:45:49.830061,2024-04-12 21:36:15.454745,Textiles,4580.66,4724.31,1.27,1,None
SHP00586,TRK585,Mombasa,Malaba,Kampala,2024-01-10 20:00:00,2024-01-11 04:48:52.284153,2024-01-11 12:07:30.410824,2024-01-11 16:44:47.973381,Machinery,27625.28,32483.94,1.27,1,None
SHP00587,TRK860,Mombasa,Malaba,Kampala,2024-01-15 16:00:00,2024-01-16 01:47:45.824927,2024-01-16 04:53:13.244386,2024-01-16 11:47:12.728209,Food,18327.66,14902.27,1.39,1,None
SHP00588,TRK918,Mombasa,Malaba,Kampala,2024-03-31 02:00:00,2024-03-31 15:49:03.647117,2024-04-01 06:56:11.623778,2024-04-01 12:03:30.248191,Fuel,26783.05,28461.5,1.37,0,Weather Disruption
SHP00589,TRK720,Mombasa,Malaba,Kampala,2024-04-09 05:00:00,2024-04-09 16:34:16.144328,2024-04-09 23:27:30.791109,2024-04-10 06:55:00.940252,Textiles,5774.53,8087.08,1.45,1,None
SHP00590,TRK523,Mombasa,Malaba,Kampala,2024-01-23 15:00:00,2024-01-24 04:15:44.252625,2024-01-24 09:24:39.341600,2024-01-24 14:53:50.145107,Textiles,11556.54,10993.71,1.25,0,None
SHP00591,TRK483,Mombasa,Malaba,Kampala,2024-01-10 06:00:00,2024-01-10 19:28:48.443077,2024-01-11 00:57:34.411553,2024-01-11 06:44:04.758492,Fuel,35980.51,51576.95,1.18,1,None
SHP00592,TRK595,Mombasa,Malaba,Kampala,2024-05-14 09:00:00,2024-05-14 21:39:11.517319,2024-05-15 01:43:16.174283,2024-05-15 06:17:39.622973,Textiles,3884.26,5778.19,1.36,0,None
SHP00593,TRK310,Mombasa,Malaba,Kampala,2024-01-10 14:00:00,2024-01-11 00:19:31.905460,2024-01-11 01:14:50.898896,2024-01-11 08:42:24.165811,Fuel,20082.2,29172.13,1.44,0,None
SHP00594,TRK441,Mombasa,Malaba,Kampala,2024-04-29 01:00:00,2024-04-29 09:37:07.021116,2024-04-29 12:58:15.614212,2024-04-29 20:02:08.608875,Pharmaceuticals,3874.88,4666.49,1.26,0,None
SHP00595,TRK428,Mombasa,Malaba,Kampala,2024-02-21 06:00:00,2024-02-21 15:43:09.855346,2024-02-22 05:37:42.507249,2024-02-22 11:45:27.278852,Textiles,6970.04,6150.05,1.17,1,Customs Inspection
SHP00596,TRK115,Mombasa,Malaba,Kampala,2024-06-08 17:00:00,2024-06-09 04:05:03.710298,2024-06-09 10:00:18.050208,2024-06-09 14:49:52.764474,Food,18240.48,18053.27,1.57,1,None
SHP00597,TRK687,Mombasa,Malaba,Kampala,2024-03-03 05:00:00,2024-03-03 13:25:38.846018,2024-03-03 23:40:41.070497,2024-03-04 06:07:52.056020,Food,18108.66,15129.94,1.11,0,None
SHP00598,TRK208,Mombasa,Malaba,Kampala,2024-04-08 01:00:00,2024-04-08 09:31:00.182938,2024-04-08 19:57:57.616827,2024-04-09 01:32:01.218180,Pharmaceuticals,5576.73,6775.33,1.52,1,None
SHP00599,TRK731,Mombasa,Malaba,Kampala,2024-04-01 09:00:00,2024-04-01 18:59:38.373266,2024-04-01 23:50:46.780441,2024-04-02 04:38:20.099233,Textiles,9037.83,10605.35,1.59,1,None
SHP00600,TRK681,Mombasa,Malaba,Kampala,2024-02-03 02:00:00,2024-02-03 14:52:37.581983,2024-02-03 22:51:10.645749,2024-02-04 06:31:54.167955,Machinery,10139.79,10314.95,1.42,1,None
SHP00601,TRK581,Mombasa,Malaba,Kampala,2024-02-29 07:00:00,2024-02-29 15:51:44.388370,2024-02-29 16:54:17.458671,2024-03-01 00:29:15.551079,Food,23692.92,25456.95,1.45,1,None
SHP00602,TRK907,Mombasa,Malaba,Kampala,2024-03-24 14:00:00,2024-03-25 00:55:30.145424,2024-03-25 14:06:03.185822,2024-03-25 18:21:44.444685,Fuel,27028.82,30349.83,1.19,1,Weather Disruption
SHP00603,TRK688,Mombasa,Malaba,Kampala,2024-02-02 16:00:00,2024-02-03 00:37:03.335743,2024-02-03 13:05:36.778509,2024-02-03 20:21:49.540157,Textiles,3962.83,4713.01,1.14,1,Weather Disruption
SHP00604,TRK572,Mombasa,Malaba,Kampala,2024-04-12 18:00:00,2024-04-13 04:28:50.345162,2024-04-13 11:38:54.475666,2024-04-13 18:07:55.073346,Construction Materials,18180.41,20683.17,1.13,0,None
SHP00605,TRK933,Mombasa,Malaba,Kampala,2024-06-26 18:00:00,2024-06-27 04:35:12.807549,2024-06-27 10:39:57.425197,2024-06-27 18:35:12.380454,Construction Materials,30746.54,36316.85,1.22,0,None
SHP00606,TRK857,Mombasa,Malaba,Kampala,2024-05-26 15:00:00,2024-05-26 23:41:09.373786,2024-05-27 04:35:15.425685,2024-05-27 10:58:18.912792,Food,18326.32,25206.32,1.19,1,None
SHP00607,TRK171,Mombasa,Malaba,Kampala,2024-06-02 03:00:00,2024-06-02 15:06:46.987530,2024-06-03 02:10:08.821647,2024-06-03 08:33:17.059623,Textiles,6410.2,7346.13,1.43,0,None
SHP00608,TRK322,Mombasa,Malaba,Kampala,2024-02-05 18:00:00,2024-02-06 07:25:10.329702,2024-02-06 16:02:36.182079,2024-02-06 22:35:16.494687,Fuel,35141.55,44370.32,1.33,1,None
SHP00609,TRK499,Mombasa,Malaba,Kampala,2024-06-06 18:00:00,2024-06-07 04:40:58.651002,2024-06-07 08:24:23.387664,2024-06-07 13:13:44.915883,Food,14496.03,19657.24,1.44,1,None
SHP00610,TRK835,Mombasa,Malaba,Kampala,2024-03-29 02:00:00,2024-03-29 13:29:46.902721,2024-03-29 15:17:33.898630,2024-03-29 21:44:19.365519,Construction Materials,23083.95,20528.3,1.25,1,None
SHP00611,TRK662,Mombasa,Malaba,Kampala,2024-01-14 00:00:00,2024-01-14 12:13:12.449088,2024-01-14 13:41:42.967361,2024-01-14 20:58:41.814645,Food,11645.47,11616.9,1.12,1,None
SHP00612,TRK819,Mombasa,Malaba,Kampala,2024-05-31 12:00:00,2024-05-31 23:45:04.628954,2024-06-01 10:43:45.463662,2024-06-01 17:34:35.004247,Machinery,16394.43,19371.38,1.43,1,None
SHP00613,TRK242,Mombasa,Malaba,Kampala,2024-02-18 17:00:00,2024-02-19 03:18:27.253246,2024-02-19 08:07:40.945353,2024-02-19 15:49:33.486769,Textiles,6755.12,6768.15,1.54,0,None
SHP00614,TRK237,Mombasa,Malaba,Kampala,2024-01-03 02:00:00,2024-01-03 13:53:25.207642,2024-01-03 20:58:29.344349,2024-01-04 01:33:02.885114,Machinery,22474.39,33317.89,1.17,0,None
SHP00615,TRK757,Mombasa,Malaba,Kampala,2024-04-16 14:00:00,2024-04-17 03:21:41.381333,2024-04-17 08:39:53.875233,2024-04-17 15:26:47.498714,Machinery,21711.47,24275.07,1.31,1,None
SHP00616,TRK493,Mombasa,Malaba,Kampala,2024-03-31 07:00:00,2024-03-31 16:06:53.086328,2024-03-31 17:36:36.161477,2024-04-01 00:01:42.016382,Construction Materials,24963.14,32742.64,1.46,1,None
SHP00617,TRK520,Mombasa,Malaba,Kampala,2024-05-19 18:00:00,2024-05-20 04:12:06.552545,2024-05-20 05:16:17.584298,2024-05-20 13:11:04.145970,Construction Materials,24665.36,26096.07,1.39,0,None
SHP00618,TRK245,Mombasa,Malaba,Kampala,2024-05-14 08:00:00,2024-05-14 18:47:22.624670,2024-05-14 22:18:29.031780,2024-05-15 02:37:15.610048,Construction Materials,16768.93,18960.9,1.47,0,None
SHP00619,TRK800,Mombasa,Malaba,Kampala,2024-06-11 17:00:00,2024-06-12 05:47:18.921998,2024-06-12 09:33:22.234393,2024-06-12 14:48:22.230382,Fuel,38071.71,44716.11,1.11,1,None
SHP00620,TRK624,Mombasa,Malaba,Kampala,2024-04-30 18:00:00,2024-05-01 06:24:10.394225,2024-05-01 10:10:06.716253,2024-05-01 15:51:09.348196,Textiles,5651.56,5183.93,1.45,1,None
SHP00621,TRK844,Mombasa,Malaba,Kampala,2024-05-24 08:00:00,2024-05-24 16:22:06.623684,2024-05-24 20:13:24.257339,2024-05-25 02:06:57.768999,Electronics,13592.9,17119.22,1.25,0,None
SHP00622,TRK393,Mombasa,Malaba,Kampala,2024-05-04 02:00:00,2024-05-04 10:45:39.340846,2024-05-05 04:53:16.427490,2024-05-05 09:11:43.244028,Textiles,5500.64,4910.85,1.24,1,Customs Inspection
